DealerCode,Region,CompanyCode,CreatedOn,CreatedOnTime,Zone,DealerName,DealerCity,LicensePlateNumber,VIN,Status,ServiceType,ModelSalesCode,ModelSalesCodeDescription,Color,Mileage,OrderItem,LabPart,MaterialGroup,DescriptionOne,OrderQuantity,UnitPrice,NetValue,Tax,TotalValue,GrossValue,KeyField,IssueType,WarrantyContribution,InsuranceContribution,DiscountContribution
DL003,South,MG001,2024-06-07,19:00:00,South,MG Motors Bangalore,Bangalore,PB55AA2697,MZ7XASN00100071,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,140000.0,80B4ED3B-05,LAB,LABOUR,LABOUR FULL,1.0,1490.7,1490.7,268.33,1759.03,1759.03,WO-80B4ED3B,PAID,0.0,252.11,44.99
DL002,West,MG001,2024-06-07,19:00:00,West,MG Motors Mumbai,Mumbai,KA47BA6567,MZ7XASN00100071,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,140000.0,2BB11690-01,LAB,LABOUR,DIAG HV BAT,1.0,2025.23,2025.23,364.54,2389.77,2389.77,WO-2BB11690,WTY,2213.1,0.0,13.36
DL002,West,MG001,2024-06-07,19:00:00,West,MG Motors Mumbai,Mumbai,TS13AC2213,MZ7XASN00100071,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,140000.0,2BB11690-02,LAB,LABOUR,BMS CALIBRATE,1.0,899.37,899.37,161.89,1061.26,1061.26,WO-2BB11690,WTY,820.27,0.0,25.61
DL002,West,MG001,2024-06-28,15:00:00,West,MG Motors Mumbai,Mumbai,PB43BA5225,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,142500.0,151A68C4-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,950.5,950.5,171.09,1121.59,1121.59,WO-151A68C4,PAID,0.0,169.8,19.2
DL002,West,MG001,2024-06-28,15:00:00,West,MG Motors Mumbai,Mumbai,KA67AC1425,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,142500.0,151A68C4-02,PART,FILTER,OIL FILTER,1.0,236.82,236.82,42.63,279.45,279.45,WO-151A68C4,PAID,0.0,33.22,10.64
DL002,West,MG001,2024-06-28,15:00:00,West,MG Motors Mumbai,Mumbai,TS40AB5992,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,142500.0,151A68C4-03,LAB,LABOUR,LABOUR OIL,1.0,344.2,344.2,61.96,406.16,406.16,WO-151A68C4,PAID,0.0,30.12,7.37
DL002,West,MG001,2024-08-30,03:00:00,West,MG Motors Mumbai,Mumbai,KA78AC7295,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,150000.0,D072BF4D-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,858.98,858.98,154.62,1013.6,1013.6,WO-D072BF4D,WTY,935.67,0.0,35.23
DL002,West,MG001,2024-08-30,03:00:00,West,MG Motors Mumbai,Mumbai,TS19BB1197,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,150000.0,D072BF4D-02,PART,FILTER,OIL FILTER,1.0,205.73,205.73,37.03,242.76,242.76,WO-D072BF4D,WTY,186.53,0.0,10.33
DL002,West,MG001,2024-08-30,03:00:00,West,MG Motors Mumbai,Mumbai,WB62BB3791,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,150000.0,D072BF4D-03,LAB,LABOUR,LABOUR OIL,1.0,351.88,351.88,63.34,415.22,415.22,WO-D072BF4D,WTY,380.48,0.0,15.48
DL003,South,MG001,2024-08-30,03:00:00,South,MG Motors Bangalore,Bangalore,PB83AB9605,MZ7XASN00100071,CLOSED,TYRE_ROTATION,ASTOR,MG Astor,Candy White,150000.0,E03DB887-01,LAB,LABOUR,LABOUR TYRE,1.0,300.22,300.22,54.04,354.26,354.26,WO-E03DB887,WTY,303.6,0.0,6.7
DL002,West,MG001,2024-08-30,03:00:00,West,MG Motors Mumbai,Mumbai,TN40AB4675,MZ7XASN00100071,CLOSED,AC_SERVICE,ASTOR,MG Astor,Candy White,150000.0,984A0467-01,PART,CONSUMABLE,AC GAS R134,1.0,713.96,713.96,128.51,842.47,842.47,WO-984A0467,WTY,758.75,0.0,2.73
DL002,West,MG001,2024-08-30,03:00:00,West,MG Motors Mumbai,Mumbai,MH84AB6840,MZ7XASN00100071,CLOSED,AC_SERVICE,ASTOR,MG Astor,Candy White,150000.0,984A0467-02,PART,FILTER,CABIN FILTER,1.0,545.03,545.03,98.11,643.14,643.14,WO-984A0467,WTY,567.63,0.0,23.43
DL002,West,MG001,2024-08-30,03:00:00,West,MG Motors Mumbai,Mumbai,DL96BB4741,MZ7XASN00100071,CLOSED,AC_SERVICE,ASTOR,MG Astor,Candy White,150000.0,984A0467-03,LAB,LABOUR,LABOUR AC,1.0,699.52,699.52,125.91,825.43,825.43,WO-984A0467,WTY,718.8,0.0,26.36
DL006,West,MG001,2024-10-31,15:00:00,West,MG Motors Pune,Pune,MH35BB9761,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,157500.0,703A51E5-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,879.7,879.7,158.35,1038.05,1038.05,WO-703A51E5,PAID,0.0,20.52,17.1
DL006,West,MG001,2024-10-31,15:00:00,West,MG Motors Pune,Pune,DL58BB9567,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,157500.0,703A51E5-02,PART,FILTER,OIL FILTER,1.0,264.66,264.66,47.64,312.3,312.3,WO-703A51E5,PAID,0.0,33.59,1.24
DL006,West,MG001,2024-10-31,15:00:00,West,MG Motors Pune,Pune,TN30BA3907,MZ7XASN00100071,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,157500.0,703A51E5-03,LAB,LABOUR,LABOUR OIL,1.0,349.59,349.59,62.93,412.52,412.52,WO-703A51E5,PAID,0.0,21.13,15.25
DL002,West,MG001,2024-11-21,11:00:00,West,MG Motors Mumbai,Mumbai,MH17BB5960,MZ7XASN00100071,CLOSED,TYRE_ROTATION,ASTOR,MG Astor,Candy White,160000.0,E6B3F405-01,LAB,LABOUR,LABOUR TYRE,1.0,310.4,310.4,55.87,366.27,366.27,WO-E6B3F405,PAID,0.0,6.69,3.48
DL002,West,MG001,2024-11-21,11:00:00,West,MG Motors Mumbai,Mumbai,DL41AA4218,MZ7XASN00100071,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,160000.0,9118D0FF-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,917.14,917.14,165.09,1082.23,1082.23,WO-9118D0FF,WTY,946.28,0.0,25.12
DL002,West,MG001,2024-11-21,11:00:00,West,MG Motors Mumbai,Mumbai,MH70BB4522,MZ7XASN00100071,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,160000.0,9118D0FF-02,PART,FILTER,OIL FILTER,1.0,227.83,227.83,41.01,268.84,268.84,WO-9118D0FF,WTY,223.83,0.0,6.4
DL002,West,MG001,2024-11-21,11:00:00,West,MG Motors Mumbai,Mumbai,WB15BA4191,MZ7XASN00100071,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,160000.0,9118D0FF-03,PART,FILTER,AIR FILTER,1.0,579.49,579.49,104.31,683.8,683.8,WO-9118D0FF,WTY,540.19,0.0,0.33
DL002,West,MG001,2024-11-21,11:00:00,West,MG Motors Mumbai,Mumbai,DL33BA5435,MZ7XASN00100071,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,160000.0,9118D0FF-04,PART,FILTER,FUEL FILTER,1.0,497.23,497.23,89.5,586.73,586.73,WO-9118D0FF,WTY,522.47,0.0,22.16
DL002,West,MG001,2024-11-21,11:00:00,West,MG Motors Mumbai,Mumbai,TS83AC5328,MZ7XASN00100071,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,160000.0,9118D0FF-05,LAB,LABOUR,LABOUR FULL,1.0,1594.08,1594.08,286.93,1881.01,1881.01,WO-9118D0FF,WTY,1416.32,0.0,47.71
DL004,South,MG001,2024-11-21,11:00:00,South,MG Motors Chennai,Chennai,MH97AB8988,MZ7XASN00100071,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,160000.0,5ED87E01-01,LAB,LABOUR,DIAG HV BAT,1.0,1877.84,1877.84,338.01,2215.85,2215.85,WO-5ED87E01,WTY,1885.51,0.0,69.35
DL004,South,MG001,2024-11-21,11:00:00,South,MG Motors Chennai,Chennai,PB21AB2074,MZ7XASN00100071,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,160000.0,5ED87E01-02,LAB,LABOUR,BMS CALIBRATE,1.0,804.56,804.56,144.82,949.38,949.38,WO-5ED87E01,WTY,919.01,0.0,24.19
DL005,South,MG001,2024-01-31,21:00:00,South,MG Motors Hyderabad,Hyderabad,KA25AA4797,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,67500.0,49CD172B-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,972.41,972.41,175.03,1147.44,1147.44,WO-49CD172B,WTY,921.08,0.0,39.41
DL005,South,MG001,2024-01-31,21:00:00,South,MG Motors Hyderabad,Hyderabad,PB14AC4445,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,67500.0,49CD172B-02,PART,FILTER,OIL FILTER,1.0,201.32,201.32,36.24,237.56,237.56,WO-49CD172B,WTY,202.05,0.0,3.8
DL005,South,MG001,2024-01-31,21:00:00,South,MG Motors Hyderabad,Hyderabad,WB22AB3574,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,67500.0,49CD172B-03,LAB,LABOUR,LABOUR OIL,1.0,414.2,414.2,74.56,488.76,488.76,WO-49CD172B,WTY,364.8,0.0,3.82
DL004,South,MG001,2024-02-21,17:00:00,South,MG Motors Chennai,Chennai,TS30AC8732,MZ7XGLP00100072,CLOSED,TYRE_ROTATION,GLOSTER,MG Gloster,Harbour Grey,70000.0,47FAC0DD-01,LAB,LABOUR,LABOUR TYRE,1.0,294.76,294.76,53.06,347.82,347.82,WO-47FAC0DD,WTY,305.58,0.0,7.25
DL005,South,MG001,2024-04-03,09:00:00,South,MG Motors Hyderabad,Hyderabad,GJ58AC7968,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,75000.0,47F0BF69-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,861.25,861.25,155.03,1016.28,1016.28,WO-47F0BF69,WTY,932.96,0.0,42.14
DL005,South,MG001,2024-04-03,09:00:00,South,MG Motors Hyderabad,Hyderabad,WB08BA6793,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,75000.0,47F0BF69-02,PART,FILTER,OIL FILTER,1.0,236.33,236.33,42.54,278.87,278.87,WO-47F0BF69,WTY,259.02,0.0,0.08
DL005,South,MG001,2024-04-03,09:00:00,South,MG Motors Hyderabad,Hyderabad,TS03AB4417,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,75000.0,47F0BF69-03,LAB,LABOUR,LABOUR OIL,1.0,429.16,429.16,77.25,506.41,506.41,WO-47F0BF69,WTY,375.75,0.0,11.57
DL004,South,MG001,2024-05-15,01:00:00,South,MG Motors Chennai,Chennai,WB42BB4267,MZ7XGLP00100072,CLOSED,TYRE_ROTATION,GLOSTER,MG Gloster,Harbour Grey,80000.0,FD28BA73-01,LAB,LABOUR,LABOUR TYRE,1.0,366.51,366.51,65.97,432.48,432.48,WO-FD28BA73,WTY,305.81,0.0,9.24
DL008,West,MG001,2024-05-15,01:00:00,West,MG Motors Ahmedabad,Ahmedabad,PB93BB8698,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,80000.0,FB6E2783-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,821.37,821.37,147.85,969.22,969.22,WO-FB6E2783,PAID,0.0,47.13,15.77
DL008,West,MG001,2024-05-15,01:00:00,West,MG Motors Ahmedabad,Ahmedabad,WB89BA5093,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,80000.0,FB6E2783-02,PART,FILTER,OIL FILTER,1.0,275.2,275.2,49.54,324.74,324.74,WO-FB6E2783,PAID,0.0,61.49,12.68
DL008,West,MG001,2024-05-15,01:00:00,West,MG Motors Ahmedabad,Ahmedabad,MH08AC5522,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,80000.0,FB6E2783-03,PART,FILTER,AIR FILTER,1.0,484.04,484.04,87.13,571.17,571.17,WO-FB6E2783,PAID,0.0,69.31,10.71
DL008,West,MG001,2024-05-15,01:00:00,West,MG Motors Ahmedabad,Ahmedabad,PB18AA6317,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,80000.0,FB6E2783-04,PART,FILTER,FUEL FILTER,1.0,484.47,484.47,87.2,571.67,571.67,WO-FB6E2783,PAID,0.0,50.09,8.12
DL008,West,MG001,2024-05-15,01:00:00,West,MG Motors Ahmedabad,Ahmedabad,KA76AC4276,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,80000.0,FB6E2783-05,LAB,LABOUR,LABOUR FULL,1.0,1981.74,1981.74,356.71,2338.45,2338.45,WO-FB6E2783,PAID,0.0,342.56,96.38
DL004,South,MG001,2024-06-04,21:00:00,South,MG Motors Chennai,Chennai,TS89AA3301,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,82500.0,5A16B05E-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,865.57,865.57,155.8,1021.37,1021.37,WO-5A16B05E,WTY,882.44,0.0,33.74
DL004,South,MG001,2024-06-04,21:00:00,South,MG Motors Chennai,Chennai,GJ47BA4519,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,82500.0,5A16B05E-02,PART,FILTER,OIL FILTER,1.0,257.21,257.21,46.3,303.51,303.51,WO-5A16B05E,WTY,218.65,0.0,11.93
DL004,South,MG001,2024-06-04,21:00:00,South,MG Motors Chennai,Chennai,GJ26AC5183,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,82500.0,5A16B05E-03,LAB,LABOUR,LABOUR OIL,1.0,336.83,336.83,60.63,397.46,397.46,WO-5A16B05E,WTY,334.06,0.0,9.16
DL004,South,MG001,2024-08-06,09:00:00,South,MG Motors Chennai,Chennai,PB07BB1987,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,90000.0,3744B8D0-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,828.05,828.05,149.05,977.1,977.1,WO-3744B8D0,PAID,0.0,125.51,20.88
DL004,South,MG001,2024-08-06,09:00:00,South,MG Motors Chennai,Chennai,WB05BB6358,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,90000.0,3744B8D0-02,PART,FILTER,OIL FILTER,1.0,271.3,271.3,48.83,320.13,320.13,WO-3744B8D0,PAID,0.0,32.8,0.26
DL004,South,MG001,2024-08-06,09:00:00,South,MG Motors Chennai,Chennai,MH95AA2509,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,90000.0,3744B8D0-03,LAB,LABOUR,LABOUR OIL,1.0,458.03,458.03,82.45,540.48,540.48,WO-3744B8D0,PAID,0.0,53.18,15.53
DL002,West,MG001,2024-08-06,09:00:00,West,MG Motors Mumbai,Mumbai,PB79AB2197,MZ7XGLP00100072,CLOSED,TYRE_ROTATION,GLOSTER,MG Gloster,Harbour Grey,90000.0,4FCEFF8F-01,LAB,LABOUR,LABOUR TYRE,1.0,359.72,359.72,64.75,424.47,424.47,WO-4FCEFF8F,WTY,404.9,0.0,1.86
DL007,East,MG001,2024-08-06,09:00:00,East,MG Motors Kolkata,Kolkata,KA84AC2196,MZ7XGLP00100072,CLOSED,BRAKE_CHECK,GLOSTER,MG Gloster,Harbour Grey,90000.0,57D057B3-01,PART,SPARE,BRAKE PAD F,1.0,2698.57,2698.57,485.74,3184.31,3184.31,WO-57D057B3,PAID,0.0,566.4,158.32
DL007,East,MG001,2024-08-06,09:00:00,East,MG Motors Kolkata,Kolkata,WB03BA5813,MZ7XGLP00100072,CLOSED,BRAKE_CHECK,GLOSTER,MG Gloster,Harbour Grey,90000.0,57D057B3-02,PART,SPARE,BRAKE PAD R,1.0,1681.67,1681.67,302.7,1984.37,1984.37,WO-57D057B3,PAID,0.0,228.29,45.05
DL007,East,MG001,2024-08-06,09:00:00,East,MG Motors Kolkata,Kolkata,TN42BA3465,MZ7XGLP00100072,CLOSED,BRAKE_CHECK,GLOSTER,MG Gloster,Harbour Grey,90000.0,57D057B3-03,LAB,LABOUR,LABOUR BRAKE,1.0,803.81,803.81,144.69,948.5,948.5,WO-57D057B3,PAID,0.0,157.11,0.89
DL004,South,MG001,2024-08-06,09:00:00,South,MG Motors Chennai,Chennai,TN99BB6810,MZ7XGLP00100072,CLOSED,AC_SERVICE,GLOSTER,MG Gloster,Harbour Grey,90000.0,6AEF91B5-01,PART,CONSUMABLE,AC GAS R134,1.0,802.36,802.36,144.42,946.78,946.78,WO-6AEF91B5,WTY,755.52,0.0,21.67
DL004,South,MG001,2024-08-06,09:00:00,South,MG Motors Chennai,Chennai,TN99AB4377,MZ7XGLP00100072,CLOSED,AC_SERVICE,GLOSTER,MG Gloster,Harbour Grey,90000.0,6AEF91B5-02,PART,FILTER,CABIN FILTER,1.0,767.97,767.97,138.23,906.2,906.2,WO-6AEF91B5,WTY,828.69,0.0,26.14
DL004,South,MG001,2024-08-06,09:00:00,South,MG Motors Chennai,Chennai,DL17BB6710,MZ7XGLP00100072,CLOSED,AC_SERVICE,GLOSTER,MG Gloster,Harbour Grey,90000.0,6AEF91B5-03,LAB,LABOUR,LABOUR AC,1.0,623.39,623.39,112.21,735.6,735.6,WO-6AEF91B5,WTY,537.19,0.0,19.62
DL006,West,MG001,2024-10-07,21:00:00,West,MG Motors Pune,Pune,KA55AC4817,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,97500.0,741DDA4B-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,985.69,985.69,177.42,1163.11,1163.11,WO-741DDA4B,PAID,0.0,153.1,11.73
DL006,West,MG001,2024-10-07,21:00:00,West,MG Motors Pune,Pune,KA57AA7145,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,97500.0,741DDA4B-02,PART,FILTER,OIL FILTER,1.0,273.63,273.63,49.25,322.88,322.88,WO-741DDA4B,PAID,0.0,14.03,5.74
DL006,West,MG001,2024-10-07,21:00:00,West,MG Motors Pune,Pune,TN49AA8320,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,97500.0,741DDA4B-03,LAB,LABOUR,LABOUR OIL,1.0,305.08,305.08,54.91,359.99,359.99,WO-741DDA4B,PAID,0.0,62.46,15.37
DL004,South,MG001,2024-10-28,17:00:00,South,MG Motors Chennai,Chennai,KA65BB9462,MZ7XGLP00100072,CLOSED,TYRE_ROTATION,GLOSTER,MG Gloster,Harbour Grey,100000.0,B61CB7D9-01,LAB,LABOUR,LABOUR TYRE,1.0,354.2,354.2,63.76,417.96,417.96,WO-B61CB7D9,WTY,366.58,0.0,2.6
DL004,South,MG001,2024-10-28,17:00:00,South,MG Motors Chennai,Chennai,GJ54AB4446,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,100000.0,DAF2C957-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,824.07,824.07,148.33,972.4,972.4,WO-DAF2C957,PAID,0.0,95.12,29.41
DL004,South,MG001,2024-10-28,17:00:00,South,MG Motors Chennai,Chennai,TS66AA8486,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,100000.0,DAF2C957-02,PART,FILTER,OIL FILTER,1.0,278.52,278.52,50.13,328.65,328.65,WO-DAF2C957,PAID,0.0,52.57,5.91
DL004,South,MG001,2024-10-28,17:00:00,South,MG Motors Chennai,Chennai,MH46AC6078,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,100000.0,DAF2C957-03,PART,FILTER,AIR FILTER,1.0,404.84,404.84,72.87,477.71,477.71,WO-DAF2C957,PAID,0.0,36.31,10.03
DL004,South,MG001,2024-10-28,17:00:00,South,MG Motors Chennai,Chennai,TS30AA7384,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,100000.0,DAF2C957-04,PART,FILTER,FUEL FILTER,1.0,559.13,559.13,100.64,659.77,659.77,WO-DAF2C957,PAID,0.0,57.29,27.97
DL004,South,MG001,2024-10-28,17:00:00,South,MG Motors Chennai,Chennai,GJ06AB5079,MZ7XGLP00100072,CLOSED,FULL_SERVICE,GLOSTER,MG Gloster,Harbour Grey,100000.0,DAF2C957-05,LAB,LABOUR,LABOUR FULL,1.0,1900.75,1900.75,342.13,2242.88,2242.88,WO-DAF2C957,PAID,0.0,7.11,108.13
DL004,South,MG001,2024-12-09,09:00:00,South,MG Motors Chennai,Chennai,DL08BB4437,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,105000.0,8103121E-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,903.72,903.72,162.67,1066.39,1066.39,WO-8103121E,WTY,791.33,0.0,25.05
DL004,South,MG001,2024-12-09,09:00:00,South,MG Motors Chennai,Chennai,WB21BA3824,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,105000.0,8103121E-02,PART,FILTER,OIL FILTER,1.0,266.63,266.63,47.99,314.62,314.62,WO-8103121E,WTY,282.62,0.0,5.85
DL004,South,MG001,2024-12-09,09:00:00,South,MG Motors Chennai,Chennai,KA47AA3660,MZ7XGLP00100072,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Harbour Grey,105000.0,8103121E-03,LAB,LABOUR,LABOUR OIL,1.0,334.93,334.93,60.29,395.22,395.22,WO-8103121E,WTY,338.14,0.0,2.99
DL003,South,MG001,2024-02-25,11:12:00,South,MG Motors Bangalore,Bangalore,GJ04AA6432,MZ7XHER00100073,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,30000.0,CC95ABBA-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,880.73,880.73,158.53,1039.26,1039.26,WO-CC95ABBA,WTY,843.83,0.0,43.72
DL003,South,MG001,2024-02-25,11:12:00,South,MG Motors Bangalore,Bangalore,KA53AA9838,MZ7XHER00100073,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,30000.0,CC95ABBA-02,PART,FILTER,OIL FILTER,1.0,182.85,182.85,32.91,215.76,215.76,WO-CC95ABBA,WTY,181.49,0.0,7.93
DL003,South,MG001,2024-02-25,11:12:00,South,MG Motors Bangalore,Bangalore,KA13AA6712,MZ7XHER00100073,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,30000.0,CC95ABBA-03,LAB,LABOUR,LABOUR OIL,1.0,375.41,375.41,67.57,442.98,442.98,WO-CC95ABBA,WTY,389.62,0.0,11.63
DL002,West,MG001,2024-02-25,11:12:00,West,MG Motors Mumbai,Mumbai,WB69BA3202,MZ7XHER00100073,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Candy White,30000.0,4BABD564-01,LAB,LABOUR,LABOUR TYRE,1.0,213.27,213.27,38.39,251.66,251.66,WO-4BABD564,WTY,249.3,0.0,5.84
DL001,North,MG001,2024-02-25,11:12:00,North,MG Motors New Delhi,New Delhi,GJ79AA8828,MZ7XHER00100073,CLOSED,AC_SERVICE,HECTOR,MG Hector,Candy White,30000.0,E49936A8-01,PART,CONSUMABLE,AC GAS R134,1.0,740.85,740.85,133.35,874.2,874.2,WO-E49936A8,WTY,848.73,0.0,5.6
DL001,North,MG001,2024-02-25,11:12:00,North,MG Motors New Delhi,New Delhi,KA29BB3126,MZ7XHER00100073,CLOSED,AC_SERVICE,HECTOR,MG Hector,Candy White,30000.0,E49936A8-02,PART,FILTER,CABIN FILTER,1.0,647.84,647.84,116.61,764.45,764.45,WO-E49936A8,WTY,725.71,0.0,21.83
DL001,North,MG001,2024-02-25,11:12:00,North,MG Motors New Delhi,New Delhi,MH92BA5625,MZ7XHER00100073,CLOSED,AC_SERVICE,HECTOR,MG Hector,Candy White,30000.0,E49936A8-03,LAB,LABOUR,LABOUR AC,1.0,822.18,822.18,147.99,970.17,970.17,WO-E49936A8,WTY,720.62,0.0,31.98
DL002,West,MG001,2024-04-27,23:12:00,West,MG Motors Mumbai,Mumbai,PB86BB9518,MZ7XHER00100073,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,37500.0,E0C341E3-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,850.13,850.13,153.02,1003.15,1003.15,WO-E0C341E3,WTY,921.9,0.0,15.1
DL002,West,MG001,2024-04-27,23:12:00,West,MG Motors Mumbai,Mumbai,KA42BA7140,MZ7XHER00100073,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,37500.0,E0C341E3-02,PART,FILTER,OIL FILTER,1.0,231.69,231.69,41.7,273.39,273.39,WO-E0C341E3,WTY,272.38,0.0,3.65
DL002,West,MG001,2024-04-27,23:12:00,West,MG Motors Mumbai,Mumbai,DL96BA1786,MZ7XHER00100073,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Candy White,37500.0,E0C341E3-03,LAB,LABOUR,LABOUR OIL,1.0,432.24,432.24,77.8,510.04,510.04,WO-E0C341E3,WTY,445.68,0.0,23.83
DL003,South,MG001,2024-05-18,19:12:00,South,MG Motors Bangalore,Bangalore,WB42AA8877,MZ7XHER00100073,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Candy White,40000.0,FEE8CFDE-01,LAB,LABOUR,LABOUR TYRE,1.0,326.93,326.93,58.85,385.78,385.78,WO-FEE8CFDE,WTY,366.73,0.0,4.59
DL003,South,MG001,2024-05-18,19:12:00,South,MG Motors Bangalore,Bangalore,PB28BA5305,MZ7XHER00100073,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,40000.0,E439DCDC-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,925.74,925.74,166.63,1092.37,1092.37,WO-E439DCDC,WTY,1032.4,0.0,31.53
DL003,South,MG001,2024-05-18,19:12:00,South,MG Motors Bangalore,Bangalore,GJ44AB5182,MZ7XHER00100073,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,40000.0,E439DCDC-02,PART,FILTER,OIL FILTER,1.0,234.59,234.59,42.23,276.82,276.82,WO-E439DCDC,WTY,203.56,0.0,3.87
DL003,South,MG001,2024-05-18,19:12:00,South,MG Motors Bangalore,Bangalore,PB85AA6609,MZ7XHER00100073,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Candy White,40000.0,E439DCDC-03,PART,FILTER,AIR FILTER,1.0,502.29,502.29,90.41,592.7,592.7,WO-E439DCDC,WTY,569.94,0.0,22.88
