VIN,timestamp,StartTime-Date,vehSpeed,vehSysPwrMod,vehGearPos,vehSteeringAngle,vehBrakePos,vehAccelPos,tboxAccelX,tboxAccelY,tboxAccelZ,vehBatt,vehOdo,vehCoolantTemp,vehOutsideTemp,vehInsideTemp,vehAC,vehACFanSpeed,vehSideLight,vehDipLight,vehMainLight,vehRainDetected,vehNightDetected,vehHorn,vehSeatBeltDrv,vehBrkFludLvlLow,vehABSF,frontLeftTyrePressure,frontRrightTyrePressure,rearLeftTyrePressure,rearRightTyrePressure,wheelTyreMonitorStatus,gnssLat,gnssLong,gnssAlt,gnssHead,gnssSats,_failure_type,_failure_intensity,vehRPM,FuelTankLevel,vehFuelConsumed,vehOilPressureWarning,vehMILWarning,vehBMSBscSta,vehBMSPackVol,vehBMSPackCrnt,vehBMSPackSOC,vehBMSPackSOCV,vehBMSCellMaxVol,vehBMSCellMinVol,vehBMSCellMaxTem,vehBMSCellMinTem,vehHVDCDCTem,vehBMSCMUFlt,vehBMSCellVoltFlt,vehBMSPackTemFlt,vehBMSHVILClsd,chargingGunIsConnected,vehIsCharging,dcOrAC,usedBatterySinceLastCharge,mileageSinceLastCharge,vehElecRange,vehTMInvtrTem,vehTMSttrTem,vehEPTRdy,VehSpeed,VehSysPwrMod,VehRPM,VehGearPos,VehSteeringAngle,VehBrakePos,VehAccelPos,VehAccelX,VehBatt,VehOdo,VehFuelConsumed,EnginOilLifePct,VehCoolantTemp,VehOutsideTemp,VehEngineOilTemp,BrakePadFrontMM,BrakePadRearMM,BrakeFluidPct,BMSPackVol,BMSPackCrnt,BMSPackSOC,BMSPackSOH,BMSCellMaxVol,BMSCellMinVol,BMSCellMaxTemp,BMSCellMinTemp,SOCValid,TyrePressureFL,TyrePressureFR,TyrePressureRL,TyrePressureRR,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,GNSSLat,GNSSLong,GNSSAlt,GNSSHead,GNSSSats
MZ7XASN00100026,1710904190,2024-03-20,38.2,2.0,3.0,51.2,1.4,13.8,1.161,0.019,0.054,14.11,77367.57,91.6,29.8,28.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.3,82.3,82.3,82.1,1.0,18.956902,73.523901,-16.5,174.6,10.0,,0.0,1333.0,82.2,0.9727,0.0,0.0,3.0,170.4,31.25,0.0,0.0,3.315,3.2894,30.3,26.3,40.7,0.0,0.0,0.0,1.0,0.0,0.0,,7587.448,10.56,0.0,41.7,45.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1704815157,2024-01-09,1.3,2.0,3.0,36.3,0.2,7.2,2.549,0.018,-0.012,14.15,73512.98,91.1,23.6,28.9,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,81.2,81.1,81.1,81.2,1.0,18.95413,73.531618,5.8,83.3,13.0,,0.0,95.0,82.2,0.83,0.0,0.0,3.0,170.4,0.77,0.0,0.0,3.3062,3.2954,27.7,23.5,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,3534.033,11.03,0.0,35.0,40.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716824600,2024-05-27,15.0,2.0,3.0,-114.8,20.5,7.9,-4.631,0.011,0.038,14.11,81474.13,90.7,34.2,33.5,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,82.3,82.5,82.3,82.5,1.0,18.957305,73.526912,1.2,188.1,14.0,,0.0,551.0,82.2,0.6554,0.0,0.0,3.0,170.8,17.58,0.0,0.0,3.3109,3.2901,28.8,25.5,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,5407.842,7.16,0.0,37.3,41.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705727772,2024-01-20,0.0,2.0,0.0,-162.8,0.3,0.0,0.0,-0.01,-0.011,14.08,74279.73,91.2,24.5,29.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.2,81.2,81.3,81.2,1.0,18.958421,73.510235,12.6,94.6,12.0,,0.0,0.0,82.2,1.5018,0.0,0.0,3.0,170.3,0.0,0.0,0.0,3.3139,3.2875,26.7,22.2,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,6594.499,20.35,0.0,35.9,40.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709918697,2024-03-08,15.6,2.0,3.0,180.0,0.0,6.8,0.495,0.019,-0.013,14.06,76700.78,90.9,28.5,27.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.9,82.0,82.0,81.9,1.0,18.951428,73.519204,40.7,9.9,13.0,,0.0,497.0,82.2,2.525,0.0,0.0,3.0,172.3,17.74,0.0,0.0,3.312,3.2898,28.2,24.4,40.8,0.0,0.0,0.0,1.0,0.0,0.0,,18785.288,26.98,0.0,38.0,42.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711524588,2024-03-27,0.7,2.0,3.0,180.0,4.8,1.5,-1.185,0.003,0.027,14.1,77936.85,90.7,30.3,30.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,82.1,82.0,81.8,1.0,18.959309,73.524818,16.3,173.8,11.0,,0.0,38.0,82.2,2.9405,0.0,0.0,3.0,169.1,9.27,0.0,0.0,3.3125,3.2882,27.8,23.3,39.6,0.0,0.0,0.0,1.0,0.0,0.0,,14279.162,29.16,0.0,37.2,43.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713514156,2024-04-19,0.3,2.0,0.0,-152.6,3.2,0.0,-0.989,-0.006,0.026,14.18,79299.76,91.0,32.4,31.6,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,82.1,82.1,82.1,1.0,18.957577,73.520301,-7.7,330.6,10.0,,0.0,0.0,82.2,0.9786,0.0,0.0,3.0,170.2,9.01,0.0,0.0,3.3029,3.2938,27.9,24.4,39.1,0.0,0.0,0.0,1.0,0.0,0.0,,6011.64,10.16,0.0,37.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712154969,2024-04-03,21.9,2.0,3.0,51.2,0.0,4.5,0.765,0.022,-0.015,14.1,78368.97,91.0,30.9,30.1,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.3,82.1,82.3,82.2,1.0,18.957873,73.525196,5.0,193.1,13.0,,0.0,754.0,82.2,0.3424,0.0,0.0,3.0,170.3,21.67,0.0,0.0,3.3085,3.2954,29.0,25.2,43.0,0.0,0.0,0.0,1.0,0.0,0.0,,3865.264,3.82,0.0,37.3,43.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711378086,2024-03-25,0.0,2.0,0.0,-180.0,0.0,0.0,0.0,-0.012,-0.004,14.16,77822.92,90.6,30.4,29.1,1.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,81.8,81.9,81.9,81.9,1.0,18.955749,73.522828,38.9,73.6,13.0,,0.0,0.0,82.2,0.7084,0.0,0.0,3.0,169.6,8.85,0.0,0.0,3.3075,3.2917,28.5,24.7,41.1,0.0,0.0,0.0,1.0,0.0,0.0,,5006.805,7.36,0.0,37.0,41.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707133591,2024-02-05,73.6,2.0,3.0,-1.6,0.0,24.2,-0.545,0.066,0.089,14.08,74924.45,86.3,25.2,30.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.1,82.2,82.3,82.1,1.0,18.959366,73.526572,14.3,228.7,12.0,,0.0,2617.0,82.2,0.4934,0.0,0.0,3.0,170.9,43.1,0.0,0.0,3.3111,3.2909,32.0,28.0,43.5,0.0,0.0,0.0,1.0,0.0,0.0,,2063.143,6.25,0.0,43.2,47.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718630539,2024-06-17,3.5,2.0,3.0,130.8,0.5,5.7,0.672,-0.005,-0.06,14.11,82572.06,91.3,34.3,32.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.2,82.2,82.1,82.1,1.0,18.960701,73.515069,13.5,305.5,14.0,,0.0,86.0,82.2,3.7287,0.0,0.0,3.0,170.6,10.84,0.0,0.0,3.3082,3.2922,28.0,24.7,41.0,0.0,0.0,0.0,1.0,0.0,0.0,,18428.222,36.22,0.0,35.8,41.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710931364,2024-03-20,2.3,2.0,3.0,13.5,29.9,0.3,-6.889,-0.023,0.056,14.03,77403.26,88.1,30.2,29.6,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,81.9,81.9,81.8,1.0,18.954558,73.526423,16.1,273.1,14.0,,0.0,88.0,82.2,0.1866,0.0,0.0,3.0,171.2,10.09,0.0,0.0,3.313,3.2939,27.0,23.2,39.8,0.0,0.0,0.0,1.0,0.0,0.0,,1741.689,2.09,0.0,37.2,41.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714826246,2024-05-04,22.9,2.0,3.0,24.3,2.1,20.8,5.087,0.021,-0.031,14.2,80182.56,83.9,33.3,32.4,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.5,82.4,82.6,1.0,18.956405,73.527717,13.5,6.6,9.0,,0.0,875.0,82.2,0.1244,0.0,0.0,3.0,169.7,22.38,0.0,0.0,3.3046,3.2909,29.4,25.5,42.3,0.0,0.0,0.0,1.0,0.0,0.0,,1223.207,1.41,0.0,38.8,45.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705157830,2024-01-13,0.0,2.0,0.0,-180.0,0.0,0.0,0.0,-0.007,0.062,14.12,73822.29,90.3,22.9,28.4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,81.2,81.3,81.3,81.3,1.0,18.955663,73.514509,5.9,99.5,13.0,,0.0,0.0,82.2,1.0952,0.0,0.0,3.0,172.4,0.0,2.7,0.0,3.3313,3.3146,26.8,23.5,38.6,0.0,0.0,0.0,1.0,0.0,0.0,,4914.714,14.88,2.0,33.4,40.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709734833,2024-03-06,9.6,2.0,3.0,21.1,5.2,5.4,-1.34,0.001,-0.036,14.07,76595.93,90.3,28.9,27.3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.7,81.7,81.9,81.8,1.0,18.961604,73.52023,33.1,335.6,10.0,,0.0,297.0,82.2,1.1434,0.0,0.0,3.0,170.3,14.43,0.0,0.0,3.3059,3.2885,28.3,24.7,41.5,0.0,0.0,0.0,1.0,0.0,0.0,,6869.872,11.89,0.0,37.6,42.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711972306,2024-04-01,0.0,2.0,0.0,-180.0,0.6,0.8,0.0,0.002,0.031,14.12,78273.22,90.8,31.0,29.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,82.0,81.9,81.9,1.0,18.957628,73.526663,-0.8,8.1,9.0,,0.0,0.0,82.2,2.3757,0.0,0.0,3.0,170.1,8.82,0.0,0.0,3.3081,3.289,28.3,24.7,40.2,0.0,0.0,0.0,1.0,0.0,0.0,,12986.082,24.64,0.0,36.6,39.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1719301289,2024-06-25,0.0,2.0,0.0,30.4,0.6,1.5,0.094,0.008,0.091,14.1,82897.62,89.7,32.9,32.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.3,82.3,82.1,82.2,1.0,18.95986,73.525881,-0.8,108.8,11.0,,0.0,0.0,82.2,0.2918,0.0,0.0,3.0,172.9,8.68,0.0,0.0,3.3161,3.2906,28.3,23.9,40.1,0.0,0.0,0.0,1.0,0.0,0.0,,2527.658,3.23,0.0,38.7,39.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713794588,2024-04-22,0.0,2.0,0.0,-64.6,0.0,2.5,0.0,-0.001,0.042,14.05,79493.41,90.3,32.9,32.1,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.1,82.1,82.0,82.2,1.0,18.956499,73.530438,6.1,80.0,14.0,,0.0,0.0,82.2,2.3137,0.0,0.0,3.0,175.3,8.56,22.3,0.0,3.511,3.4916,28.3,24.7,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,13436.471,24.28,16.0,36.5,41.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1713977686,2024-04-24,62.0,2.0,3.0,25.5,1.2,19.3,0.167,0.021,0.054,14.09,79639.82,56.6,32.8,32.2,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.7,82.9,82.8,82.6,1.0,18.958072,73.523694,10.5,90.7,12.0,,0.0,2170.0,82.2,0.1963,0.0,0.0,3.0,170.6,45.15,0.0,0.0,3.3064,3.2901,31.0,27.5,43.8,0.0,0.0,0.0,1.0,0.0,0.0,,832.107,1.92,0.0,45.2,47.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1717853702,2024-06-08,0.0,2.0,0.0,-64.4,0.0,0.0,0.0,-0.001,-0.049,14.08,82104.96,91.0,34.0,33.2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.2,82.1,82.1,82.1,1.0,18.955957,73.516486,-9.2,314.2,13.0,,0.0,0.0,82.2,2.6272,0.0,0.0,3.0,170.8,8.78,0.0,0.0,3.3144,3.2878,28.2,24.1,40.6,0.0,0.0,0.0,1.0,0.0,0.0,,16349.659,26.45,0.0,36.8,41.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712422863,2024-04-06,12.0,2.0,3.0,-22.2,15.5,2.8,-3.737,0.013,0.05,14.15,78643.04,90.5,31.4,30.1,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,82.2,82.1,82.3,82.2,1.0,18.95101,73.522608,22.8,52.2,8.0,,0.0,429.0,82.2,1.9735,0.0,0.0,3.0,170.3,15.86,0.0,0.0,3.3047,3.2912,28.9,25.2,42.2,0.0,0.0,0.0,1.0,0.0,0.0,,13092.396,20.89,0.0,37.4,42.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709626545,2024-03-05,57.7,2.0,3.0,47.8,1.2,23.8,1.469,0.042,0.019,14.1,76539.64,91.0,28.4,27.3,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,82.2,82.2,82.3,82.3,1.0,18.961182,73.532397,11.1,335.1,9.0,,0.0,2059.0,82.2,1.3736,0.0,0.0,3.0,169.5,42.92,0.0,0.0,3.3124,3.2924,31.4,27.5,41.1,0.0,0.0,0.0,1.0,0.0,0.0,,9537.805,14.81,0.0,43.0,46.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712204040,2024-04-04,0.0,2.0,0.0,-22.4,1.4,2.0,0.0,0.008,-0.029,14.1,78410.41,88.8,32.1,30.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,81.9,81.9,82.0,1.0,18.960455,73.523669,8.8,7.1,10.0,,0.0,0.0,82.2,0.5699,0.0,0.0,3.0,168.6,8.9,0.0,0.0,3.3089,3.2913,28.8,24.8,40.0,0.0,0.0,0.0,1.0,0.0,0.0,,3065.035,5.61,0.0,35.7,41.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1712576892,2024-04-08,0.0,2.0,0.0,34.3,1.1,0.0,-0.162,0.011,-0.095,14.1,78770.03,91.3,31.9,30.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.9,81.9,82.0,82.0,1.0,18.957536,73.524723,67.1,111.6,10.0,,0.0,0.0,82.2,2.1229,0.0,0.0,3.0,169.4,8.86,0.0,0.0,3.308,3.2934,27.5,22.9,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,12150.368,21.43,0.0,38.1,41.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1708001429,2024-02-15,40.7,2.0,3.0,180.0,0.0,14.2,0.875,-0.002,-0.034,14.12,75575.19,90.2,26.7,25.4,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,82.0,81.9,82.0,81.8,1.0,18.962588,73.518599,44.7,227.8,12.0,,0.0,1363.0,82.2,1.247,0.0,0.0,3.0,169.7,32.82,0.0,0.0,3.3097,3.2902,29.6,26.1,43.4,0.0,0.0,0.0,1.0,0.0,0.0,,8827.793,13.4,0.0,41.3,45.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1704546333,2024-01-06,49.7,2.0,3.0,-15.3,0.0,15.5,-0.481,-0.009,-0.059,14.12,73290.8,91.8,23.4,27.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.6,83.6,81.5,81.7,1.0,18.96259,73.527103,14.7,96.2,8.0,,0.0,1748.0,82.2,0.6981,0.0,0.0,3.0,170.4,29.2,0.0,0.0,3.312,3.2847,30.4,26.6,43.3,0.0,0.0,0.0,1.0,0.0,0.0,,3074.928,9.32,0.0,39.4,45.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711360245,2024-03-25,39.9,2.0,3.0,71.0,13.3,7.0,-2.97,0.026,-0.041,14.06,77799.9,90.6,30.8,28.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.3,82.2,82.2,82.4,1.0,18.961008,73.539901,27.2,159.3,14.0,,0.0,1328.0,82.2,3.0723,0.0,0.0,3.0,169.5,32.44,0.0,0.0,3.3137,3.2926,30.9,26.8,42.9,0.0,0.0,0.0,1.0,0.0,0.0,,18629.795,31.84,0.0,40.4,47.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1718693098,2024-06-18,59.9,2.0,3.0,-15.2,4.9,20.0,-1.192,0.036,-0.07,14.14,82585.86,77.0,33.6,32.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.7,82.7,82.8,82.7,1.0,18.954846,73.526324,15.1,31.2,8.0,,0.0,2092.0,82.2,0.2516,0.0,0.0,3.0,169.4,44.23,0.0,0.0,3.3102,3.2826,31.0,27.0,42.7,0.0,0.0,0.0,1.0,0.0,0.0,,1359.271,2.63,0.0,44.5,45.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707384555,2024-02-08,37.5,2.0,3.0,-92.3,0.0,18.1,2.458,0.024,0.097,14.12,75059.72,90.3,26.3,30.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.9,81.8,81.8,81.9,1.0,18.957688,73.523121,7.8,318.0,9.0,,0.0,1307.0,82.2,1.5014,0.0,0.0,3.0,172.4,21.81,0.0,0.0,3.3069,3.2892,29.2,26.0,41.8,0.0,0.0,0.0,1.0,0.0,0.0,,6233.061,18.78,0.0,37.7,43.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1704089156,2024-01-01,23.7,2.0,3.0,21.5,0.2,13.6,1.661,0.014,0.013,14.07,72991.06,39.9,23.1,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.5,233.5,227.2,227.5,0.0,18.955061,73.524398,12.0,85.7,9.0,,0.0,818.0,82.2,0.0275,0.0,0.0,3.0,170.5,13.9,0.0,0.0,3.3119,3.2894,28.9,24.9,41.5,0.0,0.0,0.0,1.0,0.0,0.0,,135.429,0.39,0.0,38.6,40.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1707386231,2024-02-08,36.8,2.0,3.0,-3.8,12.6,10.9,-2.885,0.031,0.041,14.14,75079.37,91.4,25.5,31.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.7,81.8,81.9,81.7,1.0,18.958246,73.528849,3.2,116.0,8.0,,0.0,1379.0,82.2,0.9227,0.0,0.0,3.0,170.2,21.68,0.0,0.0,3.3128,3.2902,29.0,25.3,42.4,0.0,0.0,0.0,1.0,0.0,0.0,,4126.328,12.57,0.0,39.0,43.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1710407309,2024-03-14,2.3,2.0,3.0,-28.2,2.1,3.7,0.191,-0.011,0.073,14.11,77065.63,90.8,29.5,27.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.8,81.7,82.0,81.9,1.0,18.953336,73.524543,-16.7,50.4,8.0,,0.0,58.0,82.2,1.9292,0.0,0.0,3.0,170.0,10.16,0.0,0.0,3.3129,3.2923,28.7,24.6,42.1,0.0,0.0,0.0,1.0,0.0,0.0,,10457.199,19.67,0.0,36.6,41.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709016994,2024-02-27,41.7,2.0,3.0,180.0,0.0,10.7,-0.542,0.005,-0.036,14.04,76225.5,91.8,27.7,26.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,82.0,81.9,82.1,1.0,18.953302,73.528631,26.5,182.1,10.0,,0.0,1435.0,82.2,3.2112,0.0,0.0,3.0,171.0,33.19,0.0,0.0,3.3055,3.2873,30.1,26.3,43.5,0.0,0.0,0.0,1.0,0.0,0.0,,20977.354,34.19,0.0,39.4,43.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716200246,2024-05-20,11.7,2.0,3.0,-37.6,0.0,9.4,1.428,0.029,0.102,13.99,81108.53,90.4,33.6,33.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,82.3,82.4,82.3,1.0,18.957826,73.52626,16.9,122.8,8.0,,0.0,398.0,82.2,0.5438,0.0,0.0,3.0,169.4,15.78,0.0,0.0,3.3167,3.2921,29.1,24.7,39.4,0.0,0.0,0.0,1.0,0.0,0.0,,3576.878,5.97,0.0,36.6,43.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1709917572,2024-03-08,7.9,2.0,3.0,102.8,0.0,10.9,1.984,0.02,-0.033,14.09,76693.74,90.7,28.8,28.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.8,81.7,81.9,81.7,1.0,18.948077,73.51999,32.6,225.5,11.0,,0.0,356.0,82.2,1.8643,0.0,0.0,3.0,170.4,13.47,0.0,0.0,3.3082,3.2866,28.2,24.8,38.9,0.0,0.0,0.0,1.0,0.0,0.0,,14813.37,19.94,0.0,38.4,41.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1711716812,2024-03-29,0.6,2.0,3.0,100.5,0.5,1.1,0.053,0.001,-0.062,14.11,78100.54,90.9,30.8,29.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,81.9,82.0,82.1,1.0,18.954222,73.530666,31.1,127.4,12.0,,0.0,113.0,82.2,1.7317,0.0,0.0,3.0,169.9,9.19,0.0,0.0,3.3126,3.2914,28.0,24.2,40.9,0.0,0.0,0.0,1.0,0.0,0.0,,9130.426,17.73,0.0,35.6,40.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1716345453,2024-05-22,14.4,2.0,3.0,13.2,0.0,4.3,-0.676,-0.003,-0.064,14.1,81177.02,90.7,33.6,31.7,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.3,82.5,82.5,82.5,1.0,18.958591,73.523675,19.0,122.7,11.0,,0.0,504.0,82.2,0.5394,0.0,0.0,3.0,170.2,17.26,0.0,0.0,3.3074,3.2862,29.4,25.8,39.3,0.0,0.0,0.0,1.0,0.0,0.0,,4171.727,5.88,0.0,38.9,42.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1705421311,2024-01-16,84.3,2.0,3.0,-19.0,11.9,22.4,-2.67,0.108,0.002,14.17,74002.12,82.2,24.0,29.3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.0,82.1,82.2,82.2,1.0,18.951516,73.528717,17.5,111.0,12.0,,0.0,2935.0,82.2,0.3436,0.0,0.0,3.0,168.6,50.13,0.0,0.0,3.3061,3.2873,32.3,28.3,43.2,0.0,0.0,0.0,1.0,0.0,0.0,,1491.426,4.42,0.0,44.3,48.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ7XASN00100026,1714230507,2024-04-27,52.7,2.0,3.0,-85.6,0.2,15.1,0.598,0.05,-0.003,14.06,79763.21,90.3,33.2,31.5,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,82.5,82.6,82.8,82.7,1.0,18.955035,73.527544,13.3,61.7,9.0,,0.0,1833.0,82.2,0.2954,0.0,0.0,3.0,171.1,39.58,0.0,0.0,3.3086,3.2907,31.8,27.5,42.8,0.0,0.0,0.0,1.0,0.0,0.0,,2580.654,3.2,0.0,41.3,47.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
